26,2870084608,14560,556,6968,-117,56,-201,-12033,-29441,-30977,-4300,30745,3172,1024,1023,1024,
26,3272737792,14548,612,7016,-118,30,-201,-12289,-31233,-30721,-24521,-31036,18625,1024,1023,1024,
26,3692168192,14536,584,6928,-116,34,-173,-12801,-31745,-30721,15695,-11689,-5443,1024,1022,1024,
26,4094821376,14500,632,7024,-118,45,-227,-11521,-30977,-30977,-17979,-10864,1702,1024,1023,1024,
26,219350016,14484,692,6988,-114,36,-202,-10753,-31233,-31233,14390,10938,-10378,1024,1023,1024,
26,605225984,14504,748,7028,-140,53,-190,-13313,-29697,-31233,-25601,8003,8415,1024,1024,1024,
26,1024656384,14676,720,6976,-120,61,-202,-12033,-30465,-30977,-13538,19250,-674,1024,1022,1024,
26,1444086784,14592,724,6776,-152,63,-201,-11265,-31233,-30209,-14270,4397,-8460,1024,1023,1024,
26,1846739968,14656,644,6952,-95,25,-214,-12545,-31489,-32513,184,28170,10246,1024,1023,1024,
26,2266170368,14584,684,7064,-113,62,-218,-12545,-32001,-32001,-9536,-22691,22470,1024,1023,1024,
26,2652046336,14620,700,6960,-126,45,-207,-12289,-30721,-31233,-8855,-15040,4264,1024,1023,1024,
26,3071476736,14596,736,7084,-126,37,-215,-13057,-32513,-32001,14022,15792,-23437,1024,1023,1024,
26,3474129920,14456,644,7048,-123,42,-212,-12545,-30465,-30465,5304,-2831,6523,1024,1023,1024,
26,3893560320,14552,620,6956,-97,56,-219,-12033,-31489,-30977,-26509,-16541,7560,1024,1024,1024,
26,18088960,14520,640,7080,-91,58,-219,-10497,-30465,-31489,-30349,24483,4737,1024,1022,1024,
26,403964928,14492,624,7056,-115,21,-198,-12545,-32513,-31489,836,6652,9899,1024,1023,1024,
26,823395328,14464,652,6952,-125,33,-198,-13057,-30977,-32001,21499,21066,-17177,1024,1023,1024,
26,1226048512,14524,720,6904,-115,44,-200,-11521,-31489,-30977,30849,14363,-18459,1024,1023,1024,
26,1645478912,14492,652,6940,-119,57,-209,-11521,-30465,-30977,17435,6704,30124,1024,1023,1024,
26,2048132096,14564,728,6864,-122,70,-178,-10753,-30209,-32257,-13241,30143,11675,1024,1023,1024,
26,2467562496,14604,628,6796,-98,30,-173,-12289,-31233,-31233,-6550,27633,23528,1024,1023,1024,
26,2870215680,14540,712,6852,-123,52,-203,-12545,-32001,-32513,12758,-25472,15825,1024,1023,1024,
26,3272868864,14504,660,6900,-117,48,-189,-12801,-30721,-31745,8942,-3296,24199,1024,1024,1024,
26,3692299264,14628,736,6852,-114,62,-207,-12801,-30721,-30721,-17161,-25992,21458,1024,1023,1024,
26,4094952448,14560,664,6972,-118,52,-197,-12545,32511,-30977,-11830,-15882,7382,1024,1023,1024,
26,219481088,14532,664,7012,-120,43,-194,-12289,-30721,-31745,21318,24788,-18242,1024,1023,1024,
26,605357056,14648,684,7044,-114,21,-216,-12801,-32257,-31233,-7197,28895,600,1024,1023,1024,
26,1024787456,14492,732,6916,-111,68,-178,-10753,-31745,-31233,2515,-24318,-21477,1024,1023,1024,
26,1444217856,14476,660,6976,-119,44,-208,-13057,32511,-31489,-14180,7578,12053,1024,1022,1024,
26,1846871040,14696,780,7036,-105,33,-223,-14337,-30721,-31745,22452,-20407,-21036,1024,1023,1024,
26,2266301440,14592,700,6976,-86,40,-204,-12033,-31489,-31489,-8268,22468,-16313,1024,1023,1024,
26,2652177408,14632,716,7024,-121,33,-205,-11521,-32513,-30977,5939,-11229,-4539,1024,1023,1024,
26,3071607808,14568,664,6896,-101,51,-212,-12801,-31233,-32257,-23694,-18298,32066,1024,1023,1024,
26,3474260992,14468,668,6908,-113,80,-201,-13057,-31489,-31489,-13486,-27481,30697,1024,1023,1024,
26,3893691392,14552,668,6940,-144,72,-199,-11265,-32257,-31233,9071,-27011,-32622,1024,1022,1024,
26,18220032,14572,672,6888,-112,73,-195,-12289,-30721,-32257,-2006,-19012,29546,1024,1023,1024,
