0.0134806	0.0892857
0.0144955	0.0892857
0.0155104	0.0892857
0.0165253	0.0892857
0.0175402	0.0892857
0.0185551	0
0.01957	0.178571
0.0205849	0.357143
0.0215999	0.446429
0.0226148	0.535714
0.0236297	0.714286
0.0246446	0.714286
0.0256595	0.892857
0.0266744	1.25
0.0276893	1.42857
0.0287043	1.69643
0.0297192	2.23214
0.0307341	2.41071
0.031749	2.94643
0.0327639	3.125
0.0337788	3.75
0.0347937	4.19643
0.0358087	4.91071
0.0368236	5
0.0378385	5.26786
0.0388534	5.44643
0.0398683	5.89286
0.0408832	6.25
0.0418981	7.14286
0.042913	9.55357
