Ð³Ôë±È,0,6.500000e+00,2.450000e+01,
ÔëÐ³±È,0,3.500000e+00,7.500000e+00,
Jitter->F0_abs0th_perturb,26,33,42,36,34,36,32,28,20,17,20,20,22,22,15,10,5,6,1,3,18,101,67,37,25,16,10,9,6,4,5,2,3,4,1,0,0,1,0,0,87.48116175,0.00000000
Jitte_skewness,1,23,44,30,58,65,49,60,39,26,11,7,0,1,9,1,2,0,2,0,0,1,7,12,15,29,28,42,35,28,27,17,14,10,10,4,5,5,13,7,9.12666622,-0.95877649
NHR_std,15,40,104,37,12,13,31,20,19,50,12,5,7,10,6,6,14,11,11,5,53,101,82,48,15,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5.32582259,0.00000000
NHR_skewness,25,86,39,64,40,54,41,29,17,10,7,9,2,1,1,2,1,0,0,0,1,4,21,22,33,34,48,27,23,25,17,13,11,7,9,2,3,5,2,2,12.14665678,0.00000000
GNE->SNR_SEO,2,1,3,1,5,2,9,12,20,33,33,40,62,123,59,6,7,6,2,2,1,1,7,9,14,24,23,47,41,43,32,32,22,9,4,0,0,0,0,0,2681349.55442522,993343.60261421
kurtosis_Log energy,0,107,167,62,31,19,11,7,7,8,0,3,1,1,0,0,1,2,0,1,1,42,56,49,34,26,19,20,16,7,5,7,8,4,4,1,3,2,3,2,40.28940044,0.00000000
1,2050544.13250949,-28802.65245152
1,1920580.56091718,-33893.57823832
1,2145380.90235911,-35883.11871361
1,1504935.03251138,-29141.82086443
1,1453819.06107125,-27957.04173720
1,1404090.87703339,-25389.89894155
1,2171768.91623460,-33504.83191173
1,2177185.84953470,-32117.96967578
1,2201371.45564336,-35695.58888539
1,1880923.09583929,-34233.74570669
1,1684190.05281735,-32963.76203712
1,1629467.47403448,-31991.39967865
1,1495751.28331838,-27650.48015659
1,1371095.04367384,-25223.11242678
1,1602920.69074877,-30024.53279351
1,1430907.73499945,-27220.84513115
1,1617126.81827848,-23673.75954750
1,1599721.68624097,-30703.45281056
1,1886072.75333109,-33794.69701902
1,1943853.96988434,-32493.29143766
1,1835818.50013489,-25846.49186523
1,1824284.23650631,-35880.69856227
1,1782259.26695102,-34109.93076289
1,1801510.83442542,-35224.61354727
1,1671763.18266862,-29175.22038725
1,1685171.26531686,-30200.02885325
1,1564173.01819370,-28107.50501649
1,1462829.92842467,-27466.61366474
1,1771740.84714570,-22475.86668707
1,2068479.47961650,-35686.78789877
1,2016746.93588989,-30795.56047904
1,1934433.88066347,-34062.00031227
1,1886195.15831293,-31098.32344002
1,2083653.20899343,-37366.10770753
1,1883166.43320574,-36773.18272203
1,1862660.30098793,-33212.25904048
1,1656160.63486880,-24323.34309684
1,1485057.08989171,-24968.65315994
1,1364384.38199143,-22948.34850987
1,1210417.35848446,-23887.66147186
1,1954631.58458908,-20633.33709859
1,1605483.01524761,-21409.45804341
1,1752399.77804664,-31601.12319584
1,1527492.14329025,-25680.79932912
1,1532180.96519360,-29366.74154521
1,1607181.68145976,-30842.71201311
1,1682807.44490373,-25510.32448580
1,1604256.65085148,-25933.07684166
1,1946304.71157967,-27689.57111268
1,1517692.12290389,-28542.93096324
1,1462926.51195778,-22040.43451573
1,1261935.49607156,-23095.44685770
1,1704820.64405245,-24366.20651606
