28,3906013952,-1772,4636,15184,-51,32,80,-769,32256,32256,-10528,15771,15323,1015,1024,1022,
28,30542592,-1816,4692,15000,9,61,103,-2561,32512,31488,30080,-5230,-3877,1014,1024,1022,
28,433195776,-1792,4584,14980,-38,77,62,-1537,32512,29952,-3939,-3202,-28639,1013,1024,1022,
28,852626176,-1828,4684,14884,-46,45,80,-3073,31488,32512,-31764,-31106,16693,1014,1024,1022,
28,1255279360,-1752,4684,14972,-19,54,81,-2049,32000,32000,20140,20210,11518,1015,1024,1022,
28,1657932544,-1772,4576,15144,-18,58,98,-1793,32256,31744,-24150,-21659,-24914,1016,1024,1022,
28,2060585728,-1748,4692,14904,-26,66,63,-2049,32000,30464,-14903,16067,15708,1013,1024,1022,
28,2480016128,-1840,4656,14912,-15,72,88,-1025,-32512,30976,-19580,12855,-1868,1014,1024,1022,
28,2899446528,-1700,4740,14852,-30,44,73,-3841,31232,-32768,-26683,-25742,-6922,1016,1024,1022,
28,3302099712,-1872,4648,14936,3,73,92,-2561,31488,-32512,-31449,25070,4104,1016,1024,1022,
28,3704752896,-1824,4616,14884,-19,66,83,-2305,-32768,32256,-23387,-7929,12493,1015,1024,1022,
28,4107406080,-1776,4600,14948,-48,66,97,-1025,-32512,32512,5273,29691,9107,1014,1024,1022,
28,231934720,-1848,4600,14812,-32,63,79,-2561,30976,-32512,-17414,-15133,15812,1014,1024,1022,
28,634587904,-1852,4708,15140,-37,57,89,-2049,-31488,32512,-9203,2503,-28477,1016,1024,1022,
28,1054018304,-1700,4668,14896,-38,37,132,-1537,31488,32512,-30593,21349,-7702,1016,1024,1022,
28,1473448704,-1764,4636,14876,-10,55,99,-2305,31744,31232,-6335,-1525,5574,1015,1024,1021,
28,1859324672,-1740,4656,14984,-26,78,68,-2305,-32768,31232,11874,-6511,-6251,1013,1024,1021,
28,2278755072,-1776,4620,14996,14,63,112,-1025,-31488,31488,7087,-18400,-12473,1016,1024,1021,
28,2681408256,-1708,4536,15000,-44,71,74,-2049,32000,32000,27615,-17639,30714,1016,1024,1022,
28,3100838656,-1784,4684,14980,-22,107,81,-3585,32000,-32512,-484,-32457,17538,1016,1024,1021,
28,3503491840,-1800,4680,14912,-42,35,66,-1793,30208,32256,-32005,15051,-21286,1013,1024,1022,
28,3906145024,-1700,4668,15044,-18,72,104,-1793,32256,32256,16932,7072,-8310,1015,1024,1023,
28,30673664,-1808,4668,15080,-7,58,84,-3073,31488,32000,644,-9572,25101,1015,1024,1022,
28,433326848,-1756,4712,14928,-34,82,51,-2561,30976,31488,32299,-28228,22245,1017,1024,1022,
28,852757248,-1712,4588,14928,17,38,117,-257,32256,-31744,4486,11264,29277,1015,1024,1022,
28,1255410432,-1812,4548,14904,-34,26,86,-2049,32000,32000,5523,-21967,7702,1014,1024,1022,
28,1658063616,-1888,4592,14956,111,104,146,-2817,32256,32256,-3497,25764,5566,1013,1024,1022,
28,2060716800,-1672,4616,15104,-97,78,8,-3329,31232,31232,-22761,29503,29502,1017,1024,1022,
28,2480147200,-1708,4660,14860,44,53,128,-1025,32512,32000,14881,7267,21336,1013,1024,1022,
28,2899577600,-1696,4672,14972,31,50,116,-2305,32256,31232,2943,-1177,21723,1015,1024,1022,
28,3302230784,-1776,4720,14932,-103,54,40,-2049,-32512,-32512,-14572,3934,2404,1012,1024,1022,
28,3704883968,-1672,4680,14984,-11,66,121,-1281,-32256,32256,11861,4638,5745,1016,1024,1022,
